AIRPORT_TYPE,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_ENP_FREIGHT_217,REV_ENP_MAIL_219
D,11603,EUG,"Eugene, OR",K,126.00,0.00,0.00
D,11921,GJT,"Grand Junction, CO",K,64.00,0.00,0.00
D,13264,MFR,"Medford, OR",K,95.00,0.00,0.00
D,14711,SCE,"State College, PA",K,28.00,0.00,0.00
D,13476,MRY,"Monterey, CA",K,25.00,0.00,0.00
D,10466,AZA,"Phoenix, AZ",K,1723.00,0.00,0.00
D,11823,FWA,"Fort Wayne, IN",K,208.00,0.00,0.00
D,12265,IAG,"Niagara Falls, NY",K,99.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",K,77.00,0.00,0.00
D,10980,CHA,"Chattanooga, TN",K,34.00,0.00,0.00
D,11648,FCA,"Kalispell, MT",K,49.00,0.00,0.00
D,12945,LEX,"Lexington, KY",K,152.00,0.00,0.00
D,13486,MSO,"Missoula, MT",K,72.00,0.00,0.00
D,11624,EYW,"Key West, FL",K,169.00,0.00,0.00
D,12280,IDA,"Idaho Falls, ID",K,73.00,0.00,0.00
D,10627,BIS,"Bismarck/Mandan, ND",K,129.00,0.00,0.00
D,11637,FAR,"Fargo, ND",K,225.00,0.00,0.00
D,11721,FNT,"Flint, MI",K,379.00,0.00,0.00
D,11898,GFK,"Grand Forks, ND",K,77.00,0.00,0.00
D,13433,MOT,"Minot, ND",K,78.00,0.00,0.00
D,13829,OGD,"Ogden, UT",K,23.00,0.00,0.00
D,15380,TVC,"Traverse City, MI",K,99.00,0.00,0.00
D,15624,VPS,"Valparaiso, FL",K,255.00,0.00,0.00
D,14314,PVU,"Provo, UT",K,281.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",V,1.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",V,1.00,0.00,0.00
D,10781,BTR,"Baton Rouge, LA",V,1.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",V,2.00,0.00,0.00
D,14574,ROA,"Roanoke, VA",V,1.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",V,2.00,0.00,0.00
D,13232,MDW,"Chicago, IL",V,1.00,0.00,0.00
D,13930,ORD,"Chicago, IL",V,1.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",V,8.00,0.00,0.00
D,10868,CAE,"Columbia, SC",V,1.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",V,2.00,0.00,0.00
D,11259,DAL,"Dallas, TX",V,3.00,0.00,0.00
D,11292,DEN,"Denver, CO",V,2.00,0.00,0.00
D,11423,DSM,"Des Moines, IA",V,2.00,0.00,0.00
D,11433,DTW,"Detroit, MI",V,1.00,0.00,0.00
D,11391,DQK,"Fort Drum, NY",V,10.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",V,1.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",V,2.00,0.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",V,2.00,0.00,0.00
D,10529,BDL,"Hartford, CT",V,5.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,1.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",V,2.00,0.00,0.00
D,11067,CMI,"Champaign/Urbana, IL",V,1.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,1.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,2.00,0.00,0.00
D,14730,SDF,"Louisville, KY",V,1.00,0.00,0.00
D,12896,LBB,"Lubbock, TX",V,1.00,0.00,0.00
D,14197,POB,"Fayetteville, NC",V,1.00,0.00,0.00
D,13303,MIA,"Miami, FL",V,1.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",V,1.00,0.00,0.00
D,15842,WRI,"Fort Dix, NJ",V,1.00,0.00,0.00
D,14533,RIV,"Riverside, CA",V,3.00,0.00,0.00
D,10185,AEX,"Alexandria, LA",V,7.00,0.00,0.00
D,11618,EWR,"Newark, NJ",V,1.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,1.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",V,1.00,0.00,0.00
D,13871,OMA,"Omaha, NE",V,2.00,0.00,0.00
D,13204,MCO,"Orlando, FL",V,2.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,2.00,0.00,0.00
D,13139,LYH,"Lynchburg, VA",V,1.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",V,27.00,0.00,0.00
D,14057,PDX,"Portland, OR",V,2.00,0.00,0.00
D,14307,PVD,"Providence, RI",V,3.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,2.00,0.00,0.00
D,14524,RIC,"Richmond, VA",V,2.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",V,2.00,0.00,0.00
D,11719,FNL,"Fort Collins/Loveland, CO",V,1.00,0.00,0.00
D,14679,SAN,"San Diego, CA",V,1.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,2.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",V,1.00,0.00,0.00
D,15096,SYR,"Syracuse, NY",V,1.00,0.00,0.00
D,11726,FOE,"Topeka, KS",V,1.00,0.00,0.00
D,14761,SFB,"Sanford, FL",V,10.00,0.00,0.00
D,15376,TUS,"Tucson, AZ",V,2.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",V,1.00,0.00,0.00
D,10155,ACT,"Waco, TX",V,1.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,1.00,0.00,0.00
D,12197,HPN,"White Plains, NY",V,1.00,0.00,0.00
D,10423,AUS,"Austin, TX",V,5.00,0.00,0.00
D,11982,GRK,"Killeen, TX",V,4.00,0.00,0.00
D,14696,SBN,"South Bend, IN",V,2.00,0.00,0.00
D,11884,GEG,"Spokane, WA",V,3.00,0.00,0.00
D,14112,PIE,"St. Petersburg, FL",V,2.00,0.00,0.00
D,11337,DLH,"Duluth, MN",V,1.00,0.00,0.00
D,10713,BOI,"Boise, ID",V,1.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",V,4.00,0.00,0.00
D,11612,EVV,"Evansville, IN",V,1.00,0.00,0.00
D,10785,BTV,"Burlington, VT",V,1.00,0.00,0.00
D,11789,FTW,"Dallas/Fort Worth, TX",V,1.00,0.00,0.00
D,12187,HOP,"Hopkinsville, KY",V,1.00,0.00,0.00
D,13290,MHK,"Manhattan/Ft. Riley, KS",V,4.00,0.00,0.00
D,13072,LRU,"Las Cruces, NM",V,1.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",V,3.00,0.00,0.00
D,15550,VAD,"Valdosta, GA",V,1.00,0.00,0.00
D,10980,CHA,"Chattanooga, TN",V,1.00,0.00,0.00
D,11637,FAR,"Fargo, ND",V,1.00,0.00,0.00
D,13076,LSE,"La Crosse, WI",V,2.00,0.00,0.00
D,12888,LAR,"Laramie, WY",V,1.00,0.00,0.00
D,15153,TCL,"Tuscaloosa, AL",V,1.00,0.00,0.00
D,15048,SUX,"Sioux City, IA",V,1.00,0.00,0.00
D,15154,TCM,"Tacoma, WA",V,4.00,0.00,0.00
D,10257,ALB,"Albany, NY",K,313.00,0.00,0.00
D,10874,CAK,"Akron, OH",K,296.00,2.00,0.00
D,10431,AVL,"Asheville, NC",K,496.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",K,230.00,0.00,0.00
D,15323,TRI,"Bristol/Johnson City/Kingsport, TN",K,81.00,0.00,0.00
D,11146,CRW,"Charleston/Dunbar, WV",K,351.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",K,158.00,0.00,0.00
D,11577,ERI,"Erie, PA",K,143.00,0.00,0.00
D,10781,BTR,"Baton Rouge, LA",K,203.00,0.00,0.00
D,11641,FAY,"Fayetteville, NC",K,167.00,0.00,0.00
D,12397,ITH,"Ithaca/Cortland, NY",K,132.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",K,711.00,0.00,0.00
D,10434,AVP,"Scranton/Wilkes-Barre, PA",K,98.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",K,486.00,0.00,0.00
D,12323,ILM,"Wilmington, NC",K,402.00,1.00,0.00
D,10994,CHS,"Charleston, SC",K,523.00,0.00,0.00
D,11057,CLT,"Charlotte, NC",K,17018.00,44.00,0.00
D,13930,ORD,"Chicago, IL",K,1.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",K,545.00,3.00,0.00
D,11042,CLE,"Cleveland, OH",K,479.00,0.00,0.00
D,10868,CAE,"Columbia, SC",K,354.00,1.00,0.00
D,11066,CMH,"Columbus, OH",K,329.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,272.00,0.00,0.00
D,11267,DAY,"Dayton, OH",K,769.00,8.00,0.00
D,11423,DSM,"Des Moines, IA",K,101.00,0.00,0.00
D,11433,DTW,"Detroit, MI",K,224.00,0.00,0.00
D,10408,ATW,"Appleton, WI",K,81.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",K,3.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",K,137.00,0.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",K,553.00,0.00,0.00
D,13230,MDT,"Harrisburg, PA",K,159.00,1.00,0.00
D,10529,BDL,"Hartford, CT",K,570.00,0.00,0.00
D,12266,IAH,"Houston, TX",K,7.00,0.00,0.00
D,12217,HSV,"Huntsville, AL",K,512.00,1.00,0.00
D,12339,IND,"Indianapolis, IN",K,212.00,0.00,0.00
D,12448,JAN,"Jackson/Vicksburg, MS",K,275.00,0.00,0.00
D,12451,JAX,"Jacksonville, FL",K,501.00,0.00,0.00
D,13198,MCI,"Kansas City, MO",K,174.00,0.00,0.00
D,12992,LIT,"Little Rock, AR",K,307.00,0.00,0.00
D,14730,SDF,"Louisville, KY",K,275.00,1.00,0.00
D,13485,MSN,"Madison, WI",K,331.00,0.00,0.00
D,13244,MEM,"Memphis, TN",K,357.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",K,278.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",K,193.00,0.00,0.00
D,13277,MGM,"Montgomery, AL",K,85.00,0.00,0.00
D,10693,BNA,"Nashville, TN",K,434.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",K,88.00,0.00,0.00
D,10185,AEX,"Alexandria, LA",K,85.00,0.00,0.00
D,11618,EWR,"Newark, NJ",K,29.00,0.00,0.00
D,13931,ORF,"Norfolk, VA",K,622.00,3.00,0.00
D,15919,XNA,"Fayetteville, AR",K,25.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",K,76.00,1.00,0.00
D,13871,OMA,"Omaha, NE",K,153.00,0.00,0.00
D,11953,GNV,"Gainesville, FL",K,258.00,0.00,0.00
D,13795,OAJ,"Jacksonville/Camp Lejeune, NC",K,374.00,0.00,0.00
D,14108,PIA,"Peoria, IL",K,141.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",K,3693.00,6.00,0.00
D,13139,LYH,"Lynchburg, VA",K,55.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",K,226.00,1.00,0.00
D,14307,PVD,"Providence, RI",K,483.00,1.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",K,138.00,0.00,0.00
D,14524,RIC,"Richmond, VA",K,229.00,1.00,0.00
D,14576,ROC,"Rochester, NY",K,358.00,1.00,0.00
D,15016,STL,"St. Louis, MO",K,365.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",K,20.00,0.00,0.00
D,14814,SHV,"Shreveport, LA",K,162.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,4.00,0.00,0.00
D,15096,SYR,"Syracuse, NY",K,234.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",K,143.00,4.00,0.00
D,12264,IAD,"Washington, DC",K,276.00,7.00,0.00
D,11278,DCA,"Washington, DC",K,8002.00,8.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",K,8.00,0.00,0.00
D,12197,HPN,"White Plains, NY",K,709.00,0.00,0.00
D,11996,GSP,"Greer, SC",K,856.00,4.00,0.00
D,13360,MLB,"Melbourne, FL",K,246.00,0.00,0.00
D,14986,SRQ,"Sarasota/Bradenton, FL",K,237.00,0.00,0.00
D,14685,SAV,"Savannah, GA",K,861.00,2.00,0.00
D,11481,ECP,"Panama City, FL",K,251.00,0.00,0.00
D,14696,SBN,"South Bend, IN",K,148.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",K,385.00,0.00,0.00
D,14098,PHF,"Newport News/Williamsburg, VA",K,133.00,0.00,0.00
D,10581,BGR,"Bangor, ME",K,292.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",K,216.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",K,895.00,3.00,0.00
D,14321,PWM,"Portland, ME",K,155.00,0.00,0.00
D,10135,ABE,"Allentown/Bethlehem/Easton, PA",K,207.00,0.00,0.00
D,10785,BTV,"Burlington, VT",K,319.00,0.00,0.00
D,13296,MHT,"Manchester, NH",K,478.00,0.00,0.00
D,10990,CHO,"Charlottesville, VA",K,86.00,0.00,0.00
D,11823,FWA,"Fort Wayne, IN",K,6.00,0.00,0.00
D,11252,DAB,"Daytona Beach, FL",K,385.00,0.00,0.00
D,12951,LFT,"Lafayette, LA",K,154.00,0.00,0.00
D,13577,MYR,"Myrtle Beach, SC",K,469.00,0.00,0.00
D,14193,PNS,"Pensacola, FL",K,625.00,3.00,0.00
D,10208,AGS,"Augusta, GA",K,168.00,0.00,0.00
D,10980,CHA,"Chattanooga, TN",K,165.00,0.00,0.00
D,12945,LEX,"Lexington, KY",K,89.00,0.00,0.00
D,11150,CSG,"Columbus, GA",K,173.00,0.00,0.00
D,11617,EWN,"New Bern/Morehead/Beaufort, NC",K,281.00,0.00,0.00
D,11721,FNT,"Flint, MI",K,153.00,0.00,0.00
D,11973,GPT,"Gulfport/Biloxi, MS",K,226.00,1.00,0.00
D,12884,LAN,"Lansing, MI",K,74.00,0.00,0.00
D,15624,VPS,"Valparaiso, FL",K,345.00,0.00,0.00
D,10874,CAK,"Akron, OH",K,0.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,126.00,0.00,0.00
D,10279,AMA,"Amarillo, TX",K,35.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",K,480.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",K,10.00,0.00,0.00
D,10781,BTR,"Baton Rouge, LA",K,0.00,0.00,0.00
D,11641,FAY,"Fayetteville, NC",K,78.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",K,57.00,0.00,0.00
D,10721,BOS,"Boston, MA",K,4.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",K,33.00,0.00,0.00
D,10800,BUR,"Burbank, CA",K,23.00,0.00,0.00
D,10994,CHS,"Charleston, SC",K,163.00,0.00,0.00
D,11057,CLT,"Charlotte, NC",K,322.00,0.00,0.00
D,13930,ORD,"Chicago, IL",K,895.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",K,334.00,1562.00,0.00
D,11042,CLE,"Cleveland, OH",K,122.00,0.00,0.00
D,11109,COS,"Colorado Springs, CO",K,25.00,0.00,0.00
D,11066,CMH,"Columbus, OH",K,253.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,4165.00,5.00,0.00
D,11292,DEN,"Denver, CO",K,12.00,43.00,0.00
D,11423,DSM,"Des Moines, IA",K,164.00,0.00,0.00
D,11433,DTW,"Detroit, MI",K,185.00,0.00,0.00
D,11413,DRO,"Durango, CO",K,1.00,0.00,0.00
D,11540,ELP,"El Paso, TX",K,514.00,1.00,0.00
D,14635,RSW,"Fort Myers, FL",K,18.00,0.00,0.00
D,11638,FAT,"Fresno, CA",K,70.00,0.00,0.00
D,10685,BMI,"Bloomington/Normal, IL",K,138.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",K,126.00,0.00,0.00
D,12012,GUC,"Gunnison, CO",K,82.00,0.00,0.00
D,13230,MDT,"Harrisburg, PA",K,1.00,0.00,0.00
D,10529,BDL,"Hartford, CT",K,144.00,0.00,0.00
D,12266,IAH,"Houston, TX",K,6793.00,0.00,0.00
D,12191,HOU,"Houston, TX",K,364.00,0.00,0.00
D,12217,HSV,"Huntsville, AL",K,63.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",K,180.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",K,106.00,0.00,0.00
D,12448,JAN,"Jackson/Vicksburg, MS",K,1.00,,
D,12451,JAX,"Jacksonville, FL",K,227.00,0.00,0.00
D,13198,MCI,"Kansas City, MO",K,454.00,0.00,0.00
D,12992,LIT,"Little Rock, AR",K,14.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",K,127.00,0.00,0.00
D,14730,SDF,"Louisville, KY",K,496.00,1.00,0.00
D,12896,LBB,"Lubbock, TX",K,341.00,0.00,0.00
D,13485,MSN,"Madison, WI",K,10.00,0.00,0.00
D,13244,MEM,"Memphis, TN",K,37.00,316.00,0.00
D,13303,MIA,"Miami, FL",K,24.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",K,188.00,0.00,0.00
D,13256,MFE,"Mission/McAllen/Edinburg, TX",K,131.00,0.00,0.00
D,13367,MLI,"Moline, IL",K,139.00,0.00,0.00
D,13277,MGM,"Montgomery, AL",K,49.00,0.00,0.00
D,10693,BNA,"Nashville, TN",K,126.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",K,176.00,0.00,0.00
D,12953,LGA,"New York, NY",K,390.00,0.00,0.00
D,13931,ORF,"Norfolk, VA",K,125.00,0.00,0.00
D,13796,OAK,"Oakland, CA",K,1.00,,
D,15919,XNA,"Fayetteville, AR",K,21.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",K,346.00,0.00,0.00
D,13871,OMA,"Omaha, NE",K,225.00,168.00,0.00
D,13891,ONT,"Ontario, CA",K,15.00,0.00,0.00
D,11953,GNV,"Gainesville, FL",K,53.00,0.00,0.00
D,13204,MCO,"Orlando, FL",K,0.00,0.00,0.00
D,14108,PIA,"Peoria, IL",K,140.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",K,182.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",K,2866.00,4.00,0.00
D,14122,PIT,"Pittsburgh, PA",K,187.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",K,183.00,0.00,0.00
D,14570,RNO,"Reno, NV",K,61.00,0.00,0.00
D,14524,RIC,"Richmond, VA",K,123.00,0.00,0.00
D,14576,ROC,"Rochester, NY",K,5.00,0.00,0.00
D,14893,SMF,"Sacramento, CA",K,4.00,0.00,0.00
D,15016,STL,"St. Louis, MO",K,198.00,1159.00,0.00
D,14869,SLC,"Salt Lake City, UT",K,55.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",K,113.00,0.00,0.00
D,14831,SJC,"San Jose, CA",K,6.00,0.00,0.00
D,14814,SHV,"Shreveport, LA",K,14.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,268.00,0.00,0.00
D,15304,TPA,"Tampa, FL",K,0.00,0.00,0.00
D,15376,TUS,"Tucson, AZ",K,388.00,1.00,0.00
D,15370,TUL,"Tulsa, OK",K,137.00,2.00,0.00
D,12264,IAD,"Washington, DC",K,1539.00,0.00,0.00
D,11278,DCA,"Washington, DC",K,332.00,0.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",K,68.00,0.00,0.00
D,12278,ICT,"Wichita, KS",K,3.00,0.00,0.00
D,10423,AUS,"Austin, TX",K,100.00,0.00,0.00
D,11982,GRK,"Killeen, TX",K,1.00,,
D,10561,BFL,"Bakersfield, CA",K,257.00,0.00,0.00
D,11140,CRP,"Corpus Christi, TX",K,82.00,0.00,0.00
D,11996,GSP,"Greer, SC",K,84.00,0.00,0.00
D,13360,MLB,"Melbourne, FL",K,4.00,0.00,0.00
D,13158,MAF,"Midland/Odessa, TX",K,520.00,0.00,0.00
D,14986,SRQ,"Sarasota/Bradenton, FL",K,56.00,0.00,0.00
D,14685,SAV,"Savannah, GA",K,161.00,0.00,0.00
D,11481,ECP,"Panama City, FL",K,121.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",K,101.00,0.00,0.00
D,16218,YUM,"Yuma, AZ",K,287.00,0.00,0.00
D,13422,MOB,"Mobile, AL",K,2.00,0.00,0.00
D,10713,BOI,"Boise, ID",K,172.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",K,265.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",K,28.00,0.00,0.00
D,14457,RAP,"Rapid City, SD",K,160.00,0.00,0.00
D,11111,COU,"Columbia, MO",K,2.00,0.00,0.00
D,10785,BTV,"Burlington, VT",K,1.00,0.00,0.00
D,11603,EUG,"Eugene, OR",K,132.00,0.00,0.00
D,13264,MFR,"Medford, OR",K,112.00,0.00,0.00
D,13476,MRY,"Monterey, CA",K,270.00,0.00,0.00
D,13502,MTJ,"Montrose/Delta, CO",K,117.00,0.00,0.00
D,14689,SBA,"Santa Barbara, CA",K,220.00,0.00,0.00
D,11252,DAB,"Daytona Beach, FL",K,35.00,0.00,0.00
D,12951,LFT,"Lafayette, LA",K,3.00,0.00,0.00
D,14193,PNS,"Pensacola, FL",K,93.00,0.00,0.00
D,12206,HRL,"Harlingen/San Benito, TX",K,8.00,0.00,0.00
D,10208,AGS,"Augusta, GA",K,3.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",K,45.00,0.00,0.00
D,12124,HHH,"Hilton Head, SC",K,25.00,0.00,0.00
D,11624,EYW,"Key West, FL",K,84.00,0.00,0.00
D,11150,CSG,"Columbus, GA",K,4.00,0.00,0.00
D,11637,FAR,"Fargo, ND",K,201.00,0.00,0.00
D,15624,VPS,"Valparaiso, FL",K,88.00,0.00,0.00
D,15023,STS,"Santa Rosa, CA",K,87.00,0.00,0.00
D,15389,TWF,"Twin Falls, ID",K,98.00,0.00,0.00
D,14812,SHR,"Sheridan, WY",K,153.00,0.00,0.00
D,10257,ALB,"Albany, NY",K,322.00,0.00,0.00
D,13832,OGS,"Ogdensburg, NY",K,115.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,1089.00,0.00,0.00
D,10431,AVL,"Asheville, NC",K,28.00,0.00,0.00
D,10279,AMA,"Amarillo, TX",K,249.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",K,306.00,0.00,0.00
D,15323,TRI,"Bristol/Johnson City/Kingsport, TN",K,128.00,0.00,0.00
D,11146,CRW,"Charleston/Dunbar, WV",K,9.00,0.00,0.00
D,11537,ELM,"Elmira/Corning, NY",K,185.00,0.00,0.00
D,15041,SUN,"Sun Valley/Hailey/Ketchum, ID",K,517.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",K,94.00,0.00,0.00
D,10781,BTR,"Baton Rouge, LA",K,208.00,0.00,0.00
D,10620,BIL,"Billings, MT",K,401.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",K,343.00,0.00,0.00
D,14574,ROA,"Roanoke, VA",K,69.00,0.00,0.00
D,10721,BOS,"Boston, MA",K,4.00,0.00,0.00
D,10434,AVP,"Scranton/Wilkes-Barre, PA",K,10.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",K,54.00,0.00,0.00
D,10800,BUR,"Burbank, CA",K,844.00,0.00,0.00
D,13121,LWB,"Lewisburg, WV",K,105.00,0.00,0.00
D,10994,CHS,"Charleston, SC",K,184.00,0.00,0.00
D,11027,CKB,"Clarksburg/Fairmont, WV",K,169.00,0.00,0.00
D,10409,ATY,"Watertown, SD",K,3.00,0.00,0.00
D,11057,CLT,"Charlotte, NC",K,236.00,0.00,0.00
D,13930,ORD,"Chicago, IL",K,13420.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",K,299.00,0.00,0.00
D,11042,CLE,"Cleveland, OH",K,702.00,0.00,0.00
D,11109,COS,"Colorado Springs, CO",K,1119.00,0.00,0.00
D,10868,CAE,"Columbia, SC",K,33.00,0.00,0.00
D,11066,CMH,"Columbus, OH",K,478.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,5389.00,0.00,0.00
D,11259,DAL,"Dallas, TX",K,87.00,0.00,0.00
D,14674,SAF,"Santa Fe, NM",K,360.00,0.00,0.00
D,11267,DAY,"Dayton, OH",K,72.00,0.00,0.00
D,11292,DEN,"Denver, CO",K,14750.00,0.00,0.00
D,11423,DSM,"Des Moines, IA",K,534.00,0.00,0.00
D,11433,DTW,"Detroit, MI",K,6314.00,0.00,0.00
D,11413,DRO,"Durango, CO",K,680.00,0.00,0.00
D,10372,ASE,"Aspen, CO",K,2375.00,0.00,0.00
D,11503,EGE,"Eagle, CO",K,554.00,0.00,0.00
D,11097,COD,"Cody, WY",K,173.00,0.00,0.00
D,11540,ELP,"El Paso, TX",K,598.00,0.00,0.00
D,10408,ATW,"Appleton, WI",K,197.00,0.00,0.00
D,11865,GCC,"Gillette, WY",K,152.00,0.00,0.00
D,11638,FAT,"Fresno, CA",K,1536.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",K,634.00,0.00,0.00
D,11283,DDC,"Dodge City, KS",K,135.00,0.00,0.00
D,12003,GTF,"Great Falls, MT",K,409.00,0.00,0.00
D,12012,GUC,"Gunnison, CO",K,202.00,0.00,0.00
D,13230,MDT,"Harrisburg, PA",K,265.00,0.00,0.00
D,11468,EAR,"Kearney, NE",K,213.00,0.00,0.00
D,10529,BDL,"Hartford, CT",K,178.00,0.00,0.00
D,12266,IAH,"Houston, TX",K,4574.00,0.00,0.00
D,12191,HOU,"Houston, TX",K,4.00,0.00,0.00
D,12217,HSV,"Huntsville, AL",K,141.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",K,523.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",K,1607.00,0.00,0.00
D,12448,JAN,"Jackson/Vicksburg, MS",K,193.00,0.00,0.00
D,12441,JAC,"Jackson, WY",K,685.00,0.00,0.00
D,10157,ACV,"Arcata/Eureka, CA",K,515.00,0.00,0.00
D,12451,JAX,"Jacksonville, FL",K,73.00,0.00,0.00
D,13198,MCI,"Kansas City, MO",K,446.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",K,551.00,0.00,0.00
D,12992,LIT,"Little Rock, AR",K,54.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",K,304.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",K,11300.00,0.00,0.00
D,14730,SDF,"Louisville, KY",K,581.00,0.00,0.00
D,12896,LBB,"Lubbock, TX",K,255.00,0.00,0.00
D,13485,MSN,"Madison, WI",K,664.00,0.00,0.00
D,13244,MEM,"Memphis, TN",K,657.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",K,950.00,0.00,0.00
D,10631,BJI,"Bemidji, MN",K,176.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",K,8363.00,0.00,0.00
D,13256,MFE,"Mission/McAllen/Edinburg, TX",K,99.00,0.00,0.00
D,10739,BRD,"Brainerd, MN",K,148.00,0.00,0.00
D,13367,MLI,"Moline, IL",K,251.00,0.00,0.00
D,12129,HIB,"Hibbing, MN",K,141.00,0.00,0.00
D,13277,MGM,"Montgomery, AL",K,1.00,,
D,11725,FOD,"Fort Dodge, IA",K,136.00,0.00,0.00
D,10693,BNA,"Nashville, TN",K,1214.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",K,71.00,0.00,0.00
D,14025,PBG,"Plattsburgh, NY",K,121.00,0.00,0.00
D,13344,MKG,"Muskegon, MI",K,120.00,0.00,0.00
D,12953,LGA,"New York, NY",K,172.00,0.00,0.00
D,14006,PAH,"Paducah, KY",K,163.00,0.00,0.00
